HHE,549000
IBM,961800
IFI,549500
XIF,688160
ZNP,065000
ZRE,068400
IFD,688100
ILN,778300
ILK,856800
INC,223600
INE,212200
INT,688200
INS,892200
INP,964600
ING,877800
INH,861400
INR,892400
XIP,721775
IPS,721700
XIQ,721738
XSO,721714
IRL,281700
IRV,950800
ISL,559200
ISP,311000
IVR,317000
IGD,864800
INK,913600
INV,864900
XIV,864924
IVY,355500
JCH,950700
LVJ,224400
JOH,408100
JHN,964800
JOR,999500
XJR,152401
KDY,914500
KID,458100
KSL,260500
KEI,846800
KEH,892500
KEL,683800
KEM,332500
KMS,507900
KEN,197600
XKS,309690
KNS,981600
KNW,798500
KNE,701100
KPA,309200
KNR,144800
KNL,144700
XKG,145735
KTH,508000
COX,203300
KWK,205500
KET,185700
KWB,559300
KWG,559400
KEY,357100
XKM,548361
KYN,323700
KGH,914200
KGP,981700
KNG,556500
KIN,865500
KND,536600
KDB,510800
KDG,122900
KWL,413200
KLL,048800
ZKP,062300
KIL,865200
KGT,408300
KMK,951200
KWN,951700
KBC,865300
KGM,300800
KGS,450800
KBX,686200
KKM,266800
KIR,212400
KKS,652700
KBN,141500
KCG,904300
KLD,751600
KGL,139200
KLM,951600
KPT,996000
KLS,654900
KLN,711500
XKL,711506
KMH,138400
KMP,567800
KML,520500
KCK,510900
KBW,608800
XAW,355805
XKI,105502
KGE,921700
KGX,612100
XKB,612020
KNI,420600
KLY,541900
KEB,788500
KNN,110900
KNA,821400
ZHS,060500
KIT,307300
KNO,854600
KTN,155300
KTW,144900
KNU,422800
KNF,284800
KGN,582300
KBZ,014500
KBF,195900
KRK,951800
KKD,224500
XKK,224561
KKH,977100
KKN,923000
KLF,654400
KWD,976600
KKB,186700
KTL,646600
KSN,503800
KSW,205700
KBK,196600
KNT,139900
KIV,640100
KVP,656500
KYK,906900
KYL,865700
XDL,421163
LDY,914900
LAI,744500
LRG,865800
LKE,550400
LAK,720100
GSC,995600
LAM,408400
LNK,971000
LLB,430900
LAN,268500
LLJ,248500
LLF,248800
LNY,317100
LAP,582400
LPW,459500
XLZ,357762
LBT,987600
LAR,952100
LRH,972800
XAZ,358012
LWH,322500
LAY,266900
LZB,205900
LBR,435600
LGJ,508200
LHE,884600
LCL,882900
LCB,907500
LIC,117700
LCS,883000
LCG,915600
LCC,866000
LCH,907400
XOI,129107
LIF,129200
LTV,129100
LHW,965500
LOC,961400
LED,478400
LID,157900
LDR,908700
LAD,505700
LEB,692700
LEA,153400
LEH,113300
LHM,792500
LSW,223700
XOD,137301
LDS,848700
XLD,848761
LEE,511000
LEG,233900
LFL,094300
LIH,529400
LEL,353900
LTS,349800
LEN,511100
XXK,511102
LNZ,995500
LEO,362000
LEI,194700
LHD,536800
LEU,918800
LWS,532900
LEW,505100
LEY,271000
LEM,740200
LPG,246700
LGB,965200
LGF,511400
LHL,933200
LHO,273500
LGM,176100
LGG,460700
LAG,187100
LGD,730500
LES,744600
XHC,555955
LVN,549800
LIU,080200
LIL,080000
LJN,035200
LRK,048900
LHS,749100
LCN,634000
LNF,394200
LFD,536900
LIP,563400
LSK,357300
LSM,905800
LIS,563500
LTL,266100
LST,696500
LCK,844300
LLN,384400
LNB,401800
LLT,422600
LLL,424800
XLW,422769
LLO,422700
LLV,405900
LLI,424700
LLG,406000
LLM,416200
LLH,413800
LGO,420700
LLR,992500
XTL,991601
LTH,991600
LLS,384700
LLE,413300
LAS,422300
LWM,969900
LTI,384900
LNR,406100
LNW,416300
LLY,385200
LMS,459700
LYP,589200
LYT,588700
LLA,432700
LAC,527500
LLC,433400
LBG,514800
XLX,110312
LDN,446000
LAW,101700
LBK,106700
LNG,567400
LGE,182900
LND,935400
LPT,130500
XLI,286309
XML,286361
LIN,943800
LWR,245700
LGS,981800
LGN,130600
LHA,871200
LBO,189700
XLO,189767
LOB,111000
LOE,993400
ZBS,051100
LOF,696600
LGK,797800
LOO,357400
XLK,259905
LOT,259800
XBI,526812
LOW,620200
LMR,841600
XRL,756512
LWT,726800
LPR,265700
LRD,563200
LAU,893100
LTG,230700
LOH,268900
XLS,268901
LOS,351700
LSY,505300
LET,608900
XLL,608919
XLE,608917
LVT,385300
LIT,526000
LTK,306600
LTP,707200
LTT,215600
LBZ,137300
LUD,363500
LLD,248400
LUA,157000
LTN,364500
LUB,083600
LUT,153600
LUX,351800
LVM,286200
LSN,937100
LVG,937200
LJL,099700
LVC,224200
XLV,224201
LVS,214800
LIV,224600
LVL,227000
LPY,970900
LGW,205800
LYD,482600
LYE,464000
LYC,576200
LYM,576100
ANF,590600
XBD,333356
LLW,442100
LTM,267000
LER,740300
MAC,287100
XMD,461902
MDY,029600
MEW,396200
MST,396300
MAG,215500
MAL,559900
MAW,049000
MLT,816400
MNE,716500
MNG,685600
MRM,914800
MAS,760300
MNP,688300
ZMH,063900
XMJ,190404
MRN,522300
MAR,501800
MLW,302100
MCK,156400
MPL,283000
MTO,794700
MYB,147500
MTA,385900
MTB,158200
MAT,158100
MAX,980200
MAY,952900
MZH,514900
MBK,590900
MIC,590800
XMC,442210
MCN,442200
MIK,847700
MBR,792900
MAI,314700
MDN,585300
ZMV,063700
MDL,297100
MHS,666300
MEL,703600
XBO,334601
MKM,334600
MLS,933300
MEO,225400
MES,722100
MEN,357600
OTL,917200
MNN,857400
MEC,235700
MEP,511600
MHM,547500
BEO,028100
MEV,385700
MER,385500
MZM,873100
XEF,353402
MEX,670700
MFA,447000
MFT,172700
